ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Labor Day,Labor Day_lower,Labor Day_upper,"Martin Luther King, Jr. Day","Martin Luther King, Jr. Day_lower","Martin Luther King, Jr. Day_upper",Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (Observed),New Year's Day (Observed)_lower,New Year's Day (Observed)_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (Observed),Veterans Day (Observed)_lower,Veterans Day (Observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,bimonthly,bimonthly_lower,bimonthly_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2017-07-14,2166.499586069628,1357.8870666060795,4086.7072549322625,2166.499586069628,2166.499586069628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008496849023155374,-0.008496849023155374,-0.008496849023155374,0.0,0.0,0.0,0.25318541960842783,0.25318541960842783,0.25318541960842783,0.2616822686315832,0.2616822686315832,0.2616822686315832,0.0,0.0,0.0,2715.025692850152
2017-07-15,2173.254987262786,1364.039365260289,4097.64849260318,2173.254987262786,2173.254987262786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016107282293824795,-0.016107282293824795,-0.016107282293824795,0.0,0.0,0.0,0.24660702573306642,0.24660702573306642,0.24660702573306642,0.2627143080268912,0.2627143080268912,0.2627143080268912,0.0,0.0,0.0,2709.1949358312145
2017-07-16,2180.0103884559444,1387.2197703642623,4092.7228359814317,2180.0103884559444,2180.0103884559444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02051546155222532,-0.02051546155222532,-0.02051546155222532,0.0,0.0,0.0,0.24305297167535383,0.24305297167535383,0.24305297167535383,0.26356843322757917,0.26356843322757917,0.26356843322757917,0.0,0.0,0.0,2709.868391653304
2017-07-17,2186.7657896491023,1411.1453791716183,4122.265925061149,2186.7657896491023,2186.7657896491023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022443928109427927,-0.022443928109427927,-0.022443928109427927,0.0,0.0,0.0,0.2417944993764884,0.2417944993764884,0.2417944993764884,0.2642384274859163,0.2642384274859163,0.2642384274859163,0.0,0.0,0.0,2715.5137290109383
2017-07-18,2218.7929848458975,1342.7400459193382,4155.133100157962,2218.7929848458975,2218.7929848458975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022966362500265895,-0.022966362500265895,-0.022966362500265895,0.0,0.0,0.0,0.24175184809466482,0.24175184809466482,0.24175184809466482,0.2647182105949307,0.2647182105949307,0.2647182105949307,0.0,0.0,0.0,2755.190289471871
2017-07-19,2250.820180042693,1534.8769588586124,4164.354726645928,2250.820180042693,2250.820180042693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023262125372852435,-0.023262125372852435,-0.023262125372852435,0.0,0.0,0.0,0.2417397358180594,0.2417397358180594,0.2417397358180594,0.26500186119091185,0.26500186119091185,0.26500186119091185,0.0,0.0,0.0,2794.9328557401705
2017-07-20,2282.847375239489,1464.2056309052841,4114.39261905915,2282.847375239489,2282.847375239489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024368902789070293,-0.024368902789070293,-0.024368902789070293,0.0,0.0,0.0,0.24071473617807973,0.24071473617807973,0.24071473617807973,0.26508363896715004,0.26508363896715004,0.26508363896715004,0.0,0.0,0.0,2832.3623789050844
2017-07-21,2314.874570436284,1562.587365799088,4328.0000472016445,2314.874570436284,2314.874570436284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026983892594780363,-0.026983892594780363,-0.026983892594780363,0.0,0.0,0.0,0.23797411413763755,0.23797411413763755,0.23797411413763755,0.264958006732418,0.264958006732418,0.264958006732418,0.0,0.0,0.0,2865.754795675603
2017-07-22,2346.90176563308,1467.3870532059484,4211.390077691836,2346.90176563308,2346.90176563308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03135113334043208,-0.03135113334043208,-0.03135113334043208,0.0,0.0,0.0,0.23326851890632122,0.23326851890632122,0.23326851890632122,0.2646196522467533,0.2646196522467533,0.2646196522467533,0.0,0.0,0.0,2894.3600645209385
2017-07-23,2378.928960829874,1644.321720135344,4240.31824005045,2378.928960829874,2378.928960829874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0372521567368317,-0.0372521567368317,-0.0372521567368317,0.0,0.0,0.0,0.2268113530313009,0.2268113530313009,0.2268113530313009,0.26406350976813264,0.26406350976813264,0.26406350976813264,0.0,0.0,0.0,2918.4970572010448
2017-07-24,2410.9561560266707,1622.5910787507685,4318.310841907151,2410.9561560266707,2410.9561560266707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.044093972653462495,-0.044093972653462495,-0.044093972653462495,0.0,0.0,0.0,0.21919080858999368,0.21919080858999368,0.21919080858999368,0.26328478124345617,0.26328478124345617,0.26328478124345617,0.0,0.0,0.0,2939.4155853411794
2017-07-25,2442.983351223465,1612.8834023414654,4332.347300368404,2442.983351223465,2442.983351223465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05106777375134428,-0.05106777375134428,-0.05106777375134428,0.0,0.0,0.0,0.21121118332667133,0.21121118332667133,0.21121118332667133,0.26227895707801563,0.26227895707801563,0.26227895707801563,0.0,0.0,0.0,2958.96875568273
2017-07-26,2475.0105464202616,1691.8157881881762,4418.084883996358,2475.0105464202616,2475.0105464202616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05733819643348825,-0.05733819643348825,-0.05733819643348825,0.0,0.0,0.0,0.20370363998553825,0.20370363998553825,0.20370363998553825,0.26104183641902656,0.26104183641902656,0.26104183641902656,0.0,0.0,0.0,2979.179203728665
2017-07-27,2507.037741617056,1741.0035181617109,4362.036629364638,2507.037741617056,2507.037741617056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06221920691657795,-0.06221920691657795,-0.06221920691657795,0.0,0.0,0.0,0.19735033997197926,0.19735033997197926,0.19735033997197926,0.2595695468885572,0.2595695468885572,0.2595695468885572,0.0,0.0,0.0,3001.802492247765
2017-07-28,2539.0649368138515,1620.4262919473579,4427.823980222171,2539.0649368138515,2539.0649368138515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06529902687578998,-0.06529902687578998,-0.06529902687578998,0.0,0.0,0.0,0.19255953682790786,0.19255953682790786,0.19255953682790786,0.2578585637036978,0.2578585637036978,0.2578585637036978,0.0,0.0,0.0,3027.9861050227078
2017-07-29,2571.092132010647,1702.8778643520363,4459.765805805991,2571.092132010647,2571.092132010647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06649093992753727,-0.06649093992753727,-0.06649093992753727,0.0,0.0,0.0,0.1894147881945515,0.1894147881945515,0.1894147881945515,0.2559057281220887,0.2559057281220887,0.2559057281220887,0.0,0.0,0.0,3058.095003624122
2017-07-30,2603.1193272074424,1806.4742291146276,4454.859667673268,2603.1193272074424,2603.1193272074424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06600551440008386,-0.06600551440008386,-0.06600551440008386,0.0,0.0,0.0,0.18770275075320733,0.18770275075320733,0.18770275075320733,0.25370826515329115,0.25370826515329115,0.25370826515329115,0.0,0.0,0.0,3091.731985463118
2017-07-31,2635.146522404238,1679.9625470973012,4461.595170505328,2635.146522404238,2635.146522404238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06425813214451569,-0.06425813214451569,-0.06425813214451569,0.0,0.0,0.0,0.18700566833287857,0.18700566833287857,0.18700566833287857,0.2512638004773943,0.2512638004773943,0.2512638004773943,0.0,0.0,0.0,3127.9338589815034
2017-08-01,2667.1737176010333,1843.5582215991756,4495.184693699666,2667.1737176010333,2667.1737176010333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0617394658529257,-0.0617394658529257,-0.0617394658529257,0.0,0.0,0.0,0.18683091066183266,0.18683091066183266,0.18683091066183266,0.24857037651475836,0.24857037651475836,0.24857037651475836,0.0,0.0,0.0,3165.48421215374
2017-08-02,2699.200912797829,1916.4205072952404,4546.1979343364965,2699.200912797829,2699.200912797829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058882787663993255,-0.058882787663993255,-0.058882787663993255,0.0,0.0,0.0,0.18674367992852897,0.18674367992852897,0.18674367992852897,0.24562646759252224,0.24562646759252224,0.24562646759252224,0.0,0.0,0.0,3203.25962412014
2017-08-03,2731.228107994624,1942.0913369519305,4621.854230826805,2731.228107994624,2731.228107994624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05595978898078727,-0.05595978898078727,-0.05595978898078727,0.0,0.0,0.0,0.18647120517490556,0.18647120517490556,0.18647120517490556,0.24243099415569286,0.24243099415569286,0.24243099415569286,0.0,0.0,0.0,3240.523504899959
2017-08-04,2763.255303191419,1920.1637301473277,4698.136840874573,2763.255303191419,2763.255303191419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053027107034891406,-0.053027107034891406,-0.053027107034891406,0.0,0.0,0.0,0.18595622893803915,0.18595622893803915,0.18595622893803915,0.23898333597293056,0.23898333597293056,0.23898333597293056,0.0,0.0,0.0,3277.0998389659335
2017-08-05,2795.2824983882156,1936.9957058647447,4694.918840535744,2795.2824983882156,2795.2824983882156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04993183136965423,-0.04993183136965423,-0.04993183136965423,0.0,0.0,0.0,0.18535151292026095,0.18535151292026095,0.18535151292026095,0.23528334428991515,0.23528334428991515,0.23528334428991515,0.0,0.0,0.0,3313.3923385039984
2017-08-06,2827.30969358501,2011.4307612395191,4697.152577394914,2827.30969358501,2827.30969358501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04636962121137973,-0.04636962121137973,-0.04636962121137973,0.0,0.0,0.0,0.18496173167395186,0.18496173167395186,0.18496173167395186,0.23133135288533158,0.23133135288533158,0.23133135288533158,0.0,0.0,0.0,3350.2537904890432
2017-08-07,2859.3368887818065,2009.0037902687943,4729.556549911777,2859.3368887818065,2859.3368887818065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04197731307465155,-0.04197731307465155,-0.04197731307465155,0.0,0.0,0.0,0.18515087491318774,0.18515087491318774,0.18515087491318774,0.22712818798783926,0.22712818798783926,0.22712818798783926,0.0,0.0,0.0,3388.74561541131
2017-08-08,2891.364083978601,2160.048681186148,4775.722247666809,2891.364083978601,2891.364083978601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03643564043361356,-0.03643564043361356,-0.03643564043361356,0.0,0.0,0.0,0.18623953658092554,0.18623953658092554,0.18623953658092554,0.22267517701453912,0.22267517701453912,0.22267517701453912,0.0,0.0,0.0,3429.8503910655077
2017-08-09,2923.3912791753964,2170.388991484406,4854.434443251525,2923.3912791753964,2923.3912791753964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029557931147790917,-0.029557931147790917,-0.029557931147790917,0.0,0.0,0.0,0.188416224947677,0.188416224947677,0.188416224947677,0.21797415609546794,0.21797415609546794,0.21797415609546794,0.0,0.0,0.0,3474.2056280425854
2017-08-10,2955.4184743721917,2254.148781512614,4796.861235244421,2955.4184743721917,2955.4184743721917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02134666237404894,-0.02134666237404894,-0.02134666237404894,0.0,0.0,0.0,0.19168081397648318,0.19168081397648318,0.19168081397648318,0.21302747635053212,0.21302747635053212,0.21302747635053212,0.0,0.0,0.0,3521.9154931809894
2017-08-11,2987.4456695689873,2219.3497478434906,4770.32830508783,2987.4456695689873,2987.4456695689873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012009387755628608,-0.012009387755628608,-0.012009387755628608,0.0,0.0,0.0,0.19582862113404112,0.19582862113404112,0.19582862113404112,0.20783800888966972,0.20783800888966972,0.20783800888966972,0.0,0.0,0.0,3572.4730357535445
2017-08-12,3019.4728647657826,2264.633720165662,4900.037289632515,3019.4728647657826,3019.4728647657826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019359166002456312,-0.0019359166002456312,-0.0019359166002456312,0.0,0.0,0.0,0.20047323190931504,0.20047323190931504,0.20047323190931504,0.20240914850956068,0.20240914850956068,0.20240914850956068,0.0,0.0,0.0,3624.796348627857
2017-08-13,3051.5000599625782,2238.962488373771,5095.448560922062,3051.5000599625782,3051.5000599625782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008353079393681701,0.008353079393681701,0.008353079393681701,0.0,0.0,0.0,0.20509789545759413,0.20509789545759413,0.20509789545759413,0.19674481606391245,0.19674481606391245,0.19674481606391245,0.0,0.0,0.0,3677.3563002496253
2017-08-14,3083.5272551593725,2327.747967767759,5055.149059493929,3083.5272551593725,3083.5272551593725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01827157643974898,0.01827157643974898,0.01827157643974898,0.0,0.0,0.0,0.2091210359276522,0.2091210359276522,0.2091210359276522,0.19084945948790322,0.19084945948790322,0.19084945948790322,0.0,0.0,0.0,3728.35766906945
2017-08-15,3115.554450356169,2429.110716394673,5087.600828709289,3115.554450356169,3115.554450356169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02723372064075866,0.02723372064075866,0.02723372064075866,0.0,0.0,0.0,0.2119617741012511,0.2119617741012511,0.2119617741012511,0.18472805346049245,0.18472805346049245,0.18472805346049245,0.0,0.0,0.0,3775.932898962711
2017-08-16,3147.5816455529634,2440.9834838184006,5211.122873785763,3147.5816455529634,3147.5816455529634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347094370718739,0.0347094370718739,0.0347094370718739,0.0,0.0,0.0,0.21309553476455068,0.21309553476455068,0.21309553476455068,0.17838609769267674,0.17838609769267674,0.17838609769267674,0.0,0.0,0.0,3818.3172395271567
2017-08-17,3179.60884074976,2467.475557493988,5251.9148454191945,3179.60884074976,3179.60884074976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040266329037603986,0.040266329037603986,0.040266329037603986,0.0,0.0,0.0,0.21209594286999484,0.21209594286999484,0.21209594286999484,0.17182961383239084,0.17182961383239084,0.17182961383239084,0.0,0.0,0.0,3853.990975786352
2017-08-18,3211.636035946555,2541.165238954591,5191.86680870318,3211.636035946555,3211.6360359465552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043599807928982555,0.043599807928982555,0.043599807928982555,0.0,0.0,0.0,0.20866494891037335,0.20866494891037335,0.20866494891037335,0.1650651409813908,0.1650651409813908,0.1650651409813908,0.0,0.0,0.0,3881.791905306057
2017-08-19,3243.6632311433523,2646.0106335838273,5276.841912015081,3243.6632311433523,3243.6632311433523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04455669634092355,0.04455669634092355,0.04455669634092355,0.0,0.0,0.0,0.202656426163528,0.202656426163528,0.202656426163528,0.15809972982260445,0.15809972982260445,0.15809972982260445,0.0,0.0,0.0,3901.0124292449054
2017-08-20,3288.7388494898564,2640.4847666315027,5261.400393284662,3288.7388494898564,3288.7388494898564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043157303084462036,0.043157303084462036,0.043157303084462036,0.0,0.0,0.0,0.1940982384448574,0.1940982384448574,0.1940982384448574,0.15094093536039535,0.15094093536039535,0.15094093536039535,0.0,0.0,0.0,3927.077266881005
2017-08-21,3333.8144678363624,2582.4793915104037,5223.931250801742,3333.8144678363624,3333.8144678363624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039617351489195776,0.039617351489195776,0.039617351489195776,0.0,0.0,0.0,0.18321415976893163,0.18321415976893163,0.18321415976893163,0.14359680827973587,0.14359680827973587,0.14359680827973587,0.0,0.0,0.0,3944.6164843865095
2017-08-22,3378.890086182871,2604.645832323465,5320.045889011336,3378.890086182871,3378.890086182871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03436556536222304,0.03436556536222304,0.03436556536222304,0.0,0.0,0.0,0.170441450296731,0.170441450296731,0.170441450296731,0.13607588493450798,0.13607588493450798,0.13607588493450798,0.0,0.0,0.0,3954.7930128651265
2017-08-23,3423.9657045293775,2589.3699320952574,5285.04205927008,3423.9657045293775,3423.9657045293775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028047405282784526,0.028047405282784526,0.028047405282784526,0.0,0.0,0.0,0.15643458126088938,0.15643458126088938,0.15643458126088938,0.12838717597810484,0.12838717597810484,0.12838717597810484,0.0,0.0,0.0,3959.592345769077
2017-08-24,3469.0413228758835,2606.112230052862,5334.567055524782,3469.0413228758835,3469.0413228758835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02150274489486395,0.02150274489486395,0.02150274489486395,0.0,0.0,0.0,0.14204289854882052,0.14204289854882052,0.14204289854882052,0.12054015365395657,0.12054015365395657,0.12054015365395657,0.0,0.0,0.0,3961.7940075628085
2017-08-25,3514.11694122239,2678.0022566815665,5210.824388802111,3514.11694122239,3514.11694122239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015706884030033688,0.015706884030033688,0.015706884030033688,0.0,0.0,0.0,0.1282516217969484,0.1282516217969484,0.1282516217969484,0.11254473776691475,0.11254473776691475,0.11254473776691475,0.0,0.0,0.0,3964.8081381182933
